time,RobotiQ 3-Finger Adaptive Gripper_cmx,RobotiQ 3-Finger Adaptive Gripper_cmy,RobotiQ 3-Finger Adaptive Gripper_cmz,RobotiQ 3-Finger Adaptive Gripper_q[Link 0],RobotiQ 3-Finger Adaptive Gripper_q[Link 1],RobotiQ 3-Finger Adaptive Gripper_q[Link 2],RobotiQ 3-Finger Adaptive Gripper_q[Link 3],RobotiQ 3-Finger Adaptive Gripper_q[Link 4],RobotiQ 3-Finger Adaptive Gripper_q[Link 5],RobotiQ 3-Finger Adaptive Gripper_q[reflex:base],RobotiQ 3-Finger Adaptive Gripper_q[reflex:pad],RobotiQ 3-Finger Adaptive Gripper_q[reflex:swivel_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:swivel_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_3],RobotiQ 3-Finger Adaptive Gripper_dq[Link 0],RobotiQ 3-Finger Adaptive Gripper_dq[Link 1],RobotiQ 3-Finger Adaptive Gripper_dq[Link 2],RobotiQ 3-Finger Adaptive Gripper_dq[Link 3],RobotiQ 3-Finger Adaptive Gripper_dq[Link 4],RobotiQ 3-Finger Adaptive Gripper_dq[Link 5],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:base],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:pad],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:swivel_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:swivel_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_3],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],hammer_comx,hammer_comy,hammer_comz,hammer_x,hammer_y,hammer_z,hammer_rx,hammer_ry,hammer_rz,hammer_dx,hammer_dy,hammer_dz,hammer_wx,hammer_wy,hammer_wz,cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
0.0,0.283723420204,-0.000263005039541,0.163530229873,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585,0.0,0.1585,0.0,0.1585,0.0,0.185000002384,0.0,0.01600000076,2.38418579324e-09,0.0,7.59959220553e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882744479495,0.882744479495,0.882744479495,0.0,0.0215,0.0215,0.0215
0.01,0.283723722984,-0.000262513679631,0.163220431474,-8.55347425162e-15,-1.82281605994e-10,0.000340417424237,6.28318530698,6.28318530615,6.28318530699,0.0,0.0,1.75089638788e-07,0.00154506856481,6.28318530671,0.0,0.0,1.74951281913e-07,0.00145853961723,1.75010189174e-07,0.0,0.0,0.00145851167755,1.75105865585e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18034623858e-07,3.14293034096e-06,-6.88018227487,1.05365631963e-07,2.4990925043e-06,1.23420559005e-07,-2.20201290057e-10,0.309274657176,2.32830643654e-10,0.309707301914,-8.7505094587e-08,0.309707441612,-8.75529327926e-08,0.185000419617,2.16691273636e-06,0.0160449929535,4.08419582598e-08,3.12998677714e-07,4.93725183096e-05,-0.000124849626445,2.36733721977e-05,-7.75169382905e-07,4.85716154799e-05,0.00026668549981,0.00492238253355,-0.0158251039684,0.00287889200263,-4.01125771532e-06,0.872744479495,0.872744479495,0.872744479495,0.0,0.021159225,0.021159225,0.021159225
0.02,0.283724744385,-0.000261684473959,0.16269950085,1.69417659531e-15,-4.22434956201e-10,0.000888572178877,6.28318530665,6.28318530441,6.28318530687,0.0,0.0,-1.87014848052e-10,0.00644891219119,6.28318530578,0.0,0.0,-4.84305928694e-11,0.00615914747024,6.28318530671,0.0,0.0,0.00615916563103,1.74961968434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.47906995901e-08,4.35822940873e-06,-10.0209846519,2.67489018443e-07,2.62814931798e-06,2.05963195214e-07,2.20563176698e-10,0.443255439044,6.98488378248e-10,0.444704262649,2.32829755475e-10,0.444704171845,-8.7480984217e-08,0.185000777245,3.66863855561e-06,0.0160946883261,5.51218981848e-08,3.95061931897e-07,0.000103037838529,-0.000213832769077,4.51325831818e-05,-7.93809419974e-07,3.98986703658e-05,0.000266944000032,0.00481656286865,-0.0158082637936,0.00236069760285,-2.61913100985e-06,0.862744479495,0.862744479495,0.862744479495,0.0,0.0208330216307,0.0208323557977,0.0208323557927
0.03,0.283726527456,-0.000260897451819,0.162202924663,3.74681690606e-15,-6.30462394354e-10,0.00137961071605,6.28318530684,6.28318530181,6.28318530713,0.0,0.0,1.74914561051e-07,0.0141124285189,6.28318530531,0.0,0.0,-6.93489710102e-11,0.0135641160784,6.28318530625,0.0,0.0,0.013564126323,6.28318530623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89129887303e-08,5.3789429081e-06,-11.3983849607,1.75297335368e-07,6.60740000116e-06,8.6388824342e-08,-2.78494891173e-07,0.563437857405,9.33116695023e-10,0.566179419608,4.65650629167e-10,0.566179368385,4.72871519719e-10,0.185001194477,5.96275231146e-06,0.0161422174424,1.01365381866e-07,5.23954563732e-07,0.00015485744625,-0.000349594316173,6.83193370537e-05,-8.24332249074e-07,3.90282039007e-05,0.000261641951511,0.00467649009079,-0.0154719743878,0.00230588205159,-2.42293799602e-06,0.852744479495,0.852744479495,0.852744479495,0.0,0.0205416517005,0.0205389243684,0.0205389241682
0.04,0.283729198873,-0.000260250748048,0.161793713913,4.28164983687e-15,-8.3232261529e-10,0.00174519623092,6.28318530679,6.28318529891,6.28318530709,0.0,0.0,1.7591966639e-07,0.0241168418331,6.28318530531,0.0,0.0,1.75781423084e-07,0.0233134364141,6.28318530706,0.0,0.0,0.0233134569032,6.28318530532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37321084177e-07,6.41803185494e-06,-11.9359995105,1.96545937398e-07,8.82559750361e-06,1.03102469088e-07,-2.20020539998e-10,0.671915790835,9.33072730191e-10,0.67593281793,5.82076609135e-11,0.675932715484,9.31259513948e-10,0.185001626611,8.66879963723e-06,0.0161882527173,1.7227057833e-07,6.78545215521e-07,0.000205070352145,-0.000509493218724,9.08960464324e-05,-8.50554249301e-07,3.12777847284e-05,0.000216753673158,0.00461847893894,-0.0128045910969,0.00184652523603,-2.2398053261e-06,0.842744479495,0.842744479495,0.842744479495,0.0,0.0202805302517,0.0202750442409,0.0202750441908
0.05,0.283732938875,-0.000259744311285,0.161468419397,3.09690172414e-15,-1.03814926411e-09,0.00199221306796,6.28318530709,6.28318529623,1.74896712224e-07,0.0,0.0,1.75052576878e-07,0.0361833420945,6.28318530345,0.0,0.0,-4.8498804972e-10,0.0351475623799,6.28318529973,0.0,0.0,0.0351475363029,1.74961968434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08692945935e-07,7.41020307521e-06,-12.1012688394,4.59168903148e-08,1.11888124703e-05,-8.74047818996e-05,-2.79376058264e-07,0.770083289527,1.86234050403e-09,0.7752621881,3.72471520294e-09,0.775262318485,-8.7480984217e-08,0.185001984239,1.10119553938e-05,0.0162329468876,2.0263437181e-07,8.15386011595e-07,0.00025355039649,-0.000647754081548,0.000111349990884,-8.69312783345e-07,2.82679229713e-05,0.000176552843186,0.00449055479839,-0.0104024931788,0.0016647776356,-3.0439701959e-07,0.832744479495,0.832744479495,0.832744479495,0.0,0.0200449382675,0.0200366924366,0.0200366925568
0.06,0.283737956023,-0.000259324980387,0.161204324465,2.69376523698e-15,-1.25022339907e-09,0.00214909267588,6.28318530702,6.28318529401,6.28318530687,0.0,0.0,-1.08002495836e-11,0.0501021069838,6.28318530346,0.0,0.0,-1.49157131091e-10,0.0488596854163,6.28318529973,0.0,0.0,0.0488596928669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.88674015499e-07,8.45918916609e-06,-12.1218422902,8.06222689556e-08,9.40144625026e-06,2.1074861921e-07,-2.202013011e-10,0.858989465081,1.86206072783e-09,0.865201572918,3.72463215825e-09,0.865201535666,0.0,0.185002192855,1.2209156921e-05,0.0162772536278,1.89495040104e-07,8.86824702548e-07,0.000300421174878,-0.000718279798788,0.000125209687159,-8.74722628791e-07,1.77158653969e-05,4.59865368612e-05,0.00441713584587,-0.00270642642863,0.00104168627877,-1.39633399954e-07,0.822744479495,0.822744479495,0.822744479495,0.0,0.0198317714797,0.0198210000328,0.0198210001129
0.07,0.283744471963,-0.000258976782978,0.160978171688,1.33932440661e-15,-1.46971002963e-09,0.00224456452691,6.28318530681,6.2831852918,6.28318530706,0.0,0.0,1.75585427087e-07,0.0656990220202,-0.0,0.0,0.0,1.76000725105e-07,0.0642729287399,6.28318529973,0.0,0.0,0.064272943641,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.33724048379e-08,9.55539758862e-06,-12.0978401635,1.87135000523e-07,1.20405332313e-05,1.09256326294e-07,6.60965778898e-10,0.939504889899,0.0,0.946635356301,3.72382302771e-09,0.946635281795,0.0,0.185002371669,1.2740783859e-05,0.016320599243,1.90126011157e-07,9.19339786037e-07,0.000345827978948,-0.000749550310385,0.000136346111406,-8.75164575374e-07,1.42787812365e-05,4.10278880736e-05,0.00429012253881,-0.00241060461849,0.000837732688524,-8.82370656541e-08,0.812744479495,0.812744479495,0.812744479495,0.0,0.0196387203752,0.0196257008171,0.0196257008972
0.08,0.283752710759,-0.000258660449788,0.160772058071,1.83423333429e-16,-1.69384592895e-09,0.00230101019131,6.28318530689,6.28318528984,6.28318530707,0.0,0.0,-1.74964043254e-10,0.0828203146709,6.28318530706,0.0,0.0,-3.13548298436e-10,0.081229712571,6.28318529974,0.0,0.0,0.0812296976698,1.74961968427e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.345882878e-07,1.05760132823e-05,-12.0705616329,1.46437842755e-07,1.26456423915e-05,1.06239639345e-07,-2.20563176698e-10,1.01239842665,5.82076609135e-11,1.02035143714,3.72221808931e-09,1.02035151165,-8.74809842136e-08,0.185002535582,1.25635669974e-05,0.0163623932749,1.77443958832e-07,9.08160546999e-07,0.000389663891168,-0.000739149298838,0.000147383296369,-8.69748391778e-07,1.65975561686e-05,-9.16264398256e-05,0.00416678097099,0.00537730334327,0.000972717185505,2.07453041412e-07,0.802744479495,0.802744479495,0.802744479495,0.0,0.0194638853107,0.019448868455,0.0194488687754
0.09,0.283762891388,-0.000258359886621,0.160573939498,2.55823617865e-16,-1.91052148219e-09,0.00233394179593,1.74885229853e-07,6.28318528824,6.28318530702,0.0,0.0,1.76861334467e-07,0.101326409484,6.28318529974,0.0,0.0,1.77830060233e-07,0.0995868479265,6.28318529974,0.0,0.0,0.0995868702782,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80624017783e-08,1.16667076588e-05,-12.0518876565,-8.7440580468e-05,1.17278296625e-05,1.37517161382e-07,1.54177133669e-09,1.07836795258,3.7209630932e-09,1.08706576037,3.72067310295e-09,1.08706564861,0.0,0.185002684593,1.23719446492e-05,0.0164032783359,1.68509781351e-07,8.96087856688e-07,0.000432375203076,-0.000727902173417,0.000157254914901,-8.64799480963e-07,1.21610746646e-05,-1.77527927008e-05,0.00409696856514,0.00104069744702,0.000711225671694,7.69066161865e-08,0.792744479495,0.792744479495,0.792744479495,0.0,0.0193055951703,0.0192887911829,0.019288791263
