time,RobotiQ 3-Finger Adaptive Gripper_cmx,RobotiQ 3-Finger Adaptive Gripper_cmy,RobotiQ 3-Finger Adaptive Gripper_cmz,RobotiQ 3-Finger Adaptive Gripper_q[Link 0],RobotiQ 3-Finger Adaptive Gripper_q[Link 1],RobotiQ 3-Finger Adaptive Gripper_q[Link 2],RobotiQ 3-Finger Adaptive Gripper_q[Link 3],RobotiQ 3-Finger Adaptive Gripper_q[Link 4],RobotiQ 3-Finger Adaptive Gripper_q[Link 5],RobotiQ 3-Finger Adaptive Gripper_q[reflex:base],RobotiQ 3-Finger Adaptive Gripper_q[reflex:pad],RobotiQ 3-Finger Adaptive Gripper_q[reflex:swivel_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_1],RobotiQ 3-Finger Adaptive Gripper_q[reflex:swivel_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_2],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:distal_pad_3],RobotiQ 3-Finger Adaptive Gripper_q[reflex:proximal_pad_3],RobotiQ 3-Finger Adaptive Gripper_dq[Link 0],RobotiQ 3-Finger Adaptive Gripper_dq[Link 1],RobotiQ 3-Finger Adaptive Gripper_dq[Link 2],RobotiQ 3-Finger Adaptive Gripper_dq[Link 3],RobotiQ 3-Finger Adaptive Gripper_dq[Link 4],RobotiQ 3-Finger Adaptive Gripper_dq[Link 5],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:base],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:pad],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:swivel_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_1],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:swivel_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_2],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:distal_pad_3],RobotiQ 3-Finger Adaptive Gripper_dq[reflex:proximal_pad_3],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],RobotiQ 3-Finger Adaptive Gripper_t[0],hammer_comx,hammer_comy,hammer_comz,hammer_x,hammer_y,hammer_z,hammer_rx,hammer_ry,hammer_rz,hammer_dx,hammer_dy,hammer_dz,hammer_wx,hammer_wy,hammer_wz,cmd_setpoint1,cmd_setpoint2,cmd_setpoint3,cmd_setpoint4,tendon_length1,tendon_length2,tendon_length3
0.0,0.283723420204,-0.000263005039541,0.163530229873,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1585,0.0,0.1585,0.0,0.1585,0.0,0.185000002384,0.0,0.01600000076,2.38418579324e-09,0.0,7.59959220553e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.882744479495,0.882744479495,0.882744479495,0.0,0.0215,0.0215,0.0215
0.01,0.283723722984,-0.000262513679631,0.163220431474,-8.55347425162e-15,-1.82281605994e-10,0.000340417424237,6.28318530698,6.28318530615,6.28318530699,0.0,0.0,1.75089638788e-07,0.00154506856481,6.28318530671,0.0,0.0,1.74951281913e-07,0.00145853961723,1.75010189174e-07,0.0,0.0,0.00145851167755,1.75105865585e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18034623858e-07,3.14293034096e-06,-6.88018227487,1.05365631963e-07,2.4990925043e-06,1.23420559005e-07,-2.20201290057e-10,0.309274657176,2.32830643654e-10,0.309707301914,-8.7505094587e-08,0.309707441612,-8.75529327926e-08,0.185000509024,2.72621127806e-06,0.0160500463098,8.2559126896e-08,6.1047277336e-07,5.49772555896e-05,-0.00015293317847,2.66538972937e-05,-1.7881882286e-06,4.33975583292e-05,0.000257391977357,0.00489262631163,-0.015271496959,0.00257275998592,-4.01977194997e-06,0.872744479495,0.872744479495,0.872744479495,0.0,0.021159225,0.021159225,0.021159225
0.02,0.283724744385,-0.000261684473959,0.16269950085,1.69417659531e-15,-4.22434956201e-10,0.000888572178877,6.28318530665,6.28318530441,6.28318530687,0.0,0.0,-1.87014848052e-10,0.00644891219119,6.28318530578,0.0,0.0,-4.84305928694e-11,0.00615914747024,6.28318530671,0.0,0.0,0.00615916563103,1.74961968434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.47906995901e-08,4.35822940873e-06,-10.0209846519,2.67489018443e-07,2.62814931798e-06,2.05963195214e-07,2.20563176698e-10,0.443255439044,6.98488378248e-10,0.444704262649,2.32829755475e-10,0.444704171845,-8.7480984217e-08,0.185000866652,4.11119663113e-06,0.0160996448249,1.11999164804e-07,6.86440568074e-07,0.000108370414822,-0.00023498776136,4.71655621368e-05,-1.80552547135e-06,3.95741844841e-05,0.000253576930845,0.00481274025515,-0.0150142153725,0.00234111840837,-2.59889861809e-06,0.862744479495,0.862744479495,0.862744479495,0.0,0.0208330216307,0.0208323557977,0.0208323557927
0.03,0.283726527456,-0.000260897451819,0.162202924663,3.74681690606e-15,-6.30462394354e-10,0.00137961071605,6.28318530684,6.28318530181,6.28318530713,0.0,0.0,1.74914561051e-07,0.0141124285189,6.28318530531,0.0,0.0,-6.93489710102e-11,0.0135641160784,6.28318530625,0.0,0.0,0.013564126323,6.28318530623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.89129887303e-08,5.3789429081e-06,-11.3983849607,1.75297335368e-07,6.60740000116e-06,8.6388824342e-08,-2.78494891173e-07,0.563437857405,9.33116695023e-10,0.566179419608,4.65650629167e-10,0.566179368385,4.72871519719e-10,0.185001283884,6.41389578959e-06,0.0161468628794,1.43117038526e-07,8.15985395548e-07,0.000160053825093,-0.000371247828398,7.12975975671e-05,-1.83570504314e-06,4.05242717534e-05,0.000233784114243,0.00460156193003,-0.0138282934204,0.00239311414771,-2.52427298619e-06,0.852744479495,0.852744479495,0.852744479495,0.0,0.0205416517005,0.0205389243684,0.0205389241682
0.04,0.283729198873,-0.000260250748048,0.161793713913,4.28164983687e-15,-8.3232261529e-10,0.00174519623092,6.28318530679,6.28318529891,6.28318530709,0.0,0.0,1.7591966639e-07,0.0241168418331,6.28318530531,0.0,0.0,1.75781423084e-07,0.0233134364141,6.28318530706,0.0,0.0,0.0233134569032,6.28318530532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.37321084177e-07,6.41803185494e-06,-11.9359995105,1.96545937398e-07,8.82559750361e-06,1.03102469088e-07,-2.20020539998e-10,0.671915790835,9.33072730191e-10,0.67593281793,5.82076609135e-11,0.675932715484,9.31259513948e-10,0.185001686215,8.71974862093e-06,0.0161929763854,1.8915184774e-07,9.48108512148e-07,0.000210287915048,-0.00050748336632,9.35660028408e-05,-1.85783706563e-06,3.71896858269e-05,0.000189048383618,0.00454159220681,-0.0111642861739,0.00219366839156,-1.74770605099e-06,0.842744479495,0.842744479495,0.842744479495,0.0,0.0202805302517,0.0202750442409,0.0202750441908
0.05,0.283732938875,-0.000259744311285,0.161468419397,3.09690172414e-15,-1.03814926411e-09,0.00199221306796,6.28318530709,6.28318529623,1.74896712224e-07,0.0,0.0,1.75052576878e-07,0.0361833420945,6.28318530345,0.0,0.0,-4.8498804972e-10,0.0351475623799,6.28318529973,0.0,0.0,0.0351475363029,1.74961968434e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.08692945935e-07,7.41020307521e-06,-12.1012688394,4.59168903148e-08,1.11888124703e-05,-8.74047818996e-05,-2.79376058264e-07,0.770083289527,1.86234050403e-09,0.7752621881,3.72471520294e-09,0.775262318485,-8.7480984217e-08,0.185001984239,1.08861213448e-05,0.0162375252694,1.80551898654e-07,1.07467575458e-06,0.000258383037428,-0.000635333659045,0.00011272983046,-1.87711361652e-06,3.82752987207e-05,0.000247217947617,0.00437670620158,-0.0145769510418,0.00225457618944,-2.16174771595e-06,0.832744479495,0.832744479495,0.832744479495,0.0,0.0200449382675,0.0200366924366,0.0200366925568
0.06,0.283737956023,-0.000259324980387,0.161204324465,2.69376523698e-15,-1.25022339907e-09,0.00214909267588,6.28318530702,6.28318529401,6.28318530687,0.0,0.0,-1.08002495836e-11,0.0501021069838,6.28318530346,0.0,0.0,-1.49157131091e-10,0.0488596854163,6.28318529973,0.0,0.0,0.0488596928669,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.88674015499e-07,8.45918916609e-06,-12.1218422902,8.06222689556e-08,9.40144625026e-06,2.1074861921e-07,-2.202013011e-10,0.858989465081,1.86206072783e-09,0.865201572918,3.72463215825e-09,0.865201535666,0.0,0.185002207756,1.23062882267e-05,0.0162815768272,1.62735814241e-07,1.15961836559e-06,0.000305225937889,-0.000718999420157,0.000127813097759,-1.88550044619e-06,1.75426248461e-05,4.68207435915e-05,0.00440322654322,-0.00275514321402,0.00103133230004,-1.35680124913e-07,0.822744479495,0.822744479495,0.822744479495,0.0,0.0198317714797,0.0198210000328,0.0198210001129
0.07,0.283744471963,-0.000258976782978,0.160978171688,1.33932440661e-15,-1.46971002963e-09,0.00224456452691,6.28318530681,6.2831852918,6.28318530706,0.0,0.0,1.75585427087e-07,0.0656990220202,-0.0,0.0,0.0,1.76000725105e-07,0.0642729287399,6.28318529973,0.0,0.0,0.064272943641,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.33724048379e-08,9.55539758862e-06,-12.0978401635,1.87135000523e-07,1.20405332313e-05,1.09256326294e-07,6.60965778898e-10,0.939504889899,0.0,0.946635356301,3.72382302771e-09,0.946635281795,0.0,0.185002371669,1.2742767467e-05,0.0163246020675,1.55385816464e-07,1.18630561951e-06,0.000350232346886,-0.000744671693008,0.000138516995439,-1.88508581087e-06,2.29885008594e-05,5.85838597544e-06,0.00416890624911,-0.000344886269886,0.00135130528361,-9.32918737817e-08,0.812744479495,0.812744479495,0.812744479495,0.0,0.0196387203752,0.0196257008171,0.0196257008972
0.08,0.283752710759,-0.000258660449788,0.160772058071,1.83423333429e-16,-1.69384592895e-09,0.00230101019131,6.28318530689,6.28318528984,6.28318530707,0.0,0.0,-1.74964043254e-10,0.0828203146709,6.28318530706,0.0,0.0,-3.13548298436e-10,0.081229712571,6.28318529974,0.0,0.0,0.0812296976698,1.74961968427e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.345882878e-07,1.05760132823e-05,-12.0705616329,1.46437842755e-07,1.26456423915e-05,1.06239639345e-07,-2.20563176698e-10,1.01239842665,5.82076609135e-11,1.02035143714,3.72221808931e-09,1.02035151165,-8.74809842136e-08,0.185002595186,1.28846941152e-05,0.0163662172854,1.80472852662e-07,1.19519406098e-06,0.000394141916098,-0.000753017304532,0.000150918895528,-1.88249306859e-06,5.49250216864e-06,-5.30125835212e-05,0.00424984283745,0.00311008654535,0.000320650317008,-1.39576590286e-08,0.802744479495,0.802744479495,0.802744479495,0.0,0.0194638853107,0.019448868455,0.0194488687754
0.09,0.283762891388,-0.000258359886621,0.160573939498,2.55823617865e-16,-1.91052148219e-09,0.00233394179593,1.74885229853e-07,6.28318528824,6.28318530702,0.0,0.0,1.76861334467e-07,0.101326409484,6.28318529974,0.0,0.0,1.77830060233e-07,0.0995868479265,6.28318529974,0.0,0.0,0.0995868702782,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80624017783e-08,1.16667076588e-05,-12.0518876565,-8.7440580468e-05,1.17278296625e-05,1.37517161382e-07,1.54177133669e-09,1.07836795258,3.7209630932e-09,1.08706576037,3.72067310295e-09,1.08706564861,0.0,0.185002744198,1.28719957502e-05,0.0164072420448,1.85839598987e-07,1.19438041838e-06,0.000436827569269,-0.000752275040366,0.00015989670052,-1.87921803468e-06,1.3444430806e-05,-1.86325814866e-05,0.00406218040735,0.00109173636883,0.000786525662988,2.16576943046e-08,0.792744479495,0.792744479495,0.792744479495,0.0,0.0193055951703,0.0192887911829,0.019288791263
